nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
844924;511189;202207;2;999;1;1997;25;3;25;1;0;0;5;1;2;1;1;-13;4261,993021;2700;2700;2700;13;6;4261,993021;2700;5;5;5;1;99;0;0
844934;592846;202207;2;999;2;1954;67;7;71;2;0;1;1;2;1;2;9;-13;1342,770164;1150;1150;1150;13;3;4288,383739;3425;4;4;4;1;2;0;0
844949;585317;202207;1;999;1;1953;68;7;68;2;0;1;1;2;1;2;9;3800;3800;3000;3000;3000;8;6;5800;4800;6;6;6;1;2;0;0
844952;561123;202207;2;999;1;1949;73;7;73;1;0;0;3;1;2;4;9;2000;2000;1700;1700;1700;4;4;2000;1700;6;5;5;1;8;0;0
844953;594053;202207;1;999;1;1993;29;3;29;2;0;1;5;2;1;4;1;-13;3446,113913;2250;-13;2250;13;5;6837,340863;4500;5;5;5;1;9;0;0
844964;521084;202207;2;999;1;1965;56;6;56;4;2;1;1;3;1;5;1;2690;2690;1715;1715;1715;6;4;8140;5965;2;2;2;1;2;0;0
844973;502655;202207;2;999;2;1957;65;7;69;3;1;1;1;3;1;2;10;3000;3000;2498;2498;2498;6;5;7400;5945;5;5;5;0;2; ;0
844979;522018;202207;2;999;3;1957;65;7;69;2;0;1;3;2;1;4;10;-13;657,2341571;600;600;600;13;2;3056,386535;2500;4;2;2;0;8; ;0
844985;515393;202207;2;999;2;1959;62;6;62;2;0;1;1;2;1;5;2;1100;1100;1100;1100;1100;3;3;3366,485527;2700;5;5;5;1;8;0;0
844990;571352;202207;2;999;1;1987;34;3;34;1;0;0;5;1;1;1;1;3500;3500;2900;2900;2900;7;6;3500;2900;6;6;6;1;9;0;0
844998;578796;202207;2;999;1;1943;79;7;79;2;0;0;4;5;1;5;9;-13;6491,716483;4500;4500;4500;13;9;11894,76684;8400;6;6;6;1;7;0;0
845001;567248;202207;2;999;3;1995;27;3;38;2;0;1;5;2;1;5;1;-13;3303,899326;2200;2200;2200;13;5;6430,68321;4269;6;6;6;1;8;0;0
845007;581088;202207;2;999;5;2000;22;2;52;2;1;0;5;4;1;3;3;0;0;0;0;0;0;0;3406;2443;4;2;2;0;1; ;0
845010;502526;202207;2;999;2;1969;53;5;52;3;1;1;1;3;1;2;8;1467;1467;1500;1500;1500;3;3;6167,804868;5150;5;5;5;1;2;0;0
845022;538796;202207;1;999;1;1953;68;7;68;2;0;1;1;2;1;2;8;-13;2185,646544;1750;-13;1750;13;4;2185,646544;1750;5;3;3;1;8;0;0
845062;583181;202207;1;999;5;1996;25;3;55;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;3500;3500;5;5;5;0;2;0;0
845065;567718;202207;1;999;1;1976;45;5;45;5;3;1;1;3;1;1;1;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;2;0;0
845080;583059;202207;1;999;1;1947;75;7;75;5;3;1;1;3;1;2;9;-13; ;-14;-13; ;13;14; ; ;3;3;3;1;7;102;0
845092;536428;202207;2;999;1;1966;55;6;55;3;1;1;5;3;1;4;1;5800;5800;3620;3620;3620;11;8;7107,909509;4620;6;6;6;1;2;0;0
845095;543203;202207;2;999;5;2004;18;2;48;4;2;0;5;4;1;3;7;0;0;0;0;0;0;0;3335;2439;3;8;1;1;2;0;0
845099;582633;202207;2;999;1;1965;57;6;57;2;1;0;5;4;1;4;3;1000;1000;900;900;900;2;2;1000;900;5;5;5;1;9;0;0
845102;534834;202207;1;1;2;1971;51;5;49;2;0;1;1;2;1;3;1;2484;2484;2074;2074;2074;5;5;6844;5124;4;4;4;1;10;0;0
845110;535770;202207;2;2;1;1993;29;3;29;1;0;0;5;1;1;2;1;2167;2167;1806;1806;1806;5;4;2167;1806;4;4;4;1;10;0;0
845114;523718;202207;1;999;5;2005;17;2;50;3;2;0;5;4;1;2;7;-13;202,8859266;180;180;180;13;1;2512,895526;2187;3;1;1;0;99;0;0
845145;511417;202207;2;2;5;2002;20;2;54;3;1;1;5;3;1;4;7;-13;110,4044821;100;100;100;13;1;10448,40448;5666;5;3;3;1;10;0;0
845152;573644;202207;1;999;3;1983;39;4;43;3;1;1;3;3;2;4;1;-13;1964,422251;1400;1400;1400;13;3;6042,516276;4000;5;3;3;1;9;0;0
845153;598233;202207;1;999;5;1994;27;3;58;3;2;0;5;4;2;3;7;-13;110,4044821;100;100;100;13;1;4424,781395;3100;5;4;4;0;2; ;0
845169;543661;202207;2;999;2;1971;50;5;57;2;0;1;1;2;1;4;1;4500;4500;3000;3000;3000;9;6;11000;7000;5;5;5;1;6;0;0
845175;511273;202207;2;999;2;1941;81;7;82;2;0;1;1;2;1;5;9;1124;1124;998;998;998;3;2;3166;2788;5;5;5;1;2;0;0
845178;585363;202207;1;999;1;1959;63;6;63;1;0;0;3;1;1;1;1;5300;5300;3200;3200;3200;11;7;5300;3200;3;3;3;1;2;0;0
845187;558895;202207;2;999;2;1952;70;7;64;2;0;1;1;2;1;4;9;2400;2400;1650;1650;1650;5;4;6017;4185;5;5;5;1;2;0;0
845199;504037;202207;1;999;1;1953;68;7;68;2;0;1;1;2;1;3;9;-13;4840,205484;3500;3500;3500;13;7;4840,205484;3500;5;4;4;1;2;0;0
845208;506878;202207;1;999;6;1997;25;3;59;3;1;1;5;3;1;5;7;0;0;0;0;0;0;0;4646,113913;3150;5;3;3;1;8;0;0
845211;596359;202207;2;999;5;2001;21;2;65;6;4;1;5;3;2;3;7;0;0;0;0;0;0;0; ; ;3;8;1;1;2; ;0
845217;598618;202207;1;999;1;1996;26;3;26;2;0;1;5;2;2;1;1;-13;8310,699112;4750;-13;4750;13;10;9993,74253;6000;6;6;6;1;99;0;0
845220;582647;202207;2;999;3;1971;51;5;49;2;0;1;5;2;1;3;1;2150;2150;1750;1750;1750;5;4;7430;5084;4;4;4;0;2;0;0
845228;588969;202207;1;1;1;1965;57;6;57;2;0;1;3;2;1;4;1;-13;2577,414211;1750;-13;1750;13;4;3525,42381;2500;5;5;5;1;10;0;0
845230;555914;202207;1;999;1;1939;82;7;82;2;0;1;1;2;2;3;9;-13;1661,780952;1372;1372;1372;13;3;2710,483194;2292;2;2;2;0;3;0;0
845232;546662;202207;1;999;5;2019;3;1;35;3;1;1;5;3;1;2;14;0;0;0;0;0;0;0; ; ;9;9; ;1;9; ;0
845241;598536;202207;1;999;5;2014;8;1;44;5;3;1;5;3;1;4;7;-13;0;0;0;0;13;0;12323,69373;7600;1;8;1;1;10; ;0
845243;524588;202207;1;999;5;2003;18;2;48;5;3;1;5;3;1;4;1;-13;1726,804868;1250;-13;1250;13;3;8013,796908;5900;3;3;3;1;1;0;0
845248;575527;202207;2;999;1;1985;37;4;37;1;0;0;5;1;4;1;1;-13;6273,607925;3750;-13;3750;13;8;6273,607925;3750;5;5;5;1;7;0;0
845263;526300;202207;1;999;5;2002;20;2;49;4;2;1;5;3;1;5;7;-13;5081,563195;3250;-13;3250;13;7;9985,937217;6336;2;2;2;1;1;0;0
845264;572115;202207;2;2;2;1948;74;7;77;2;0;1;1;2;1;3;9;-13;1018,590993;896;896;896;13;2;4169,594552;3309;2;2;2;1;10;0;0
845277;536848;202207;1;1;1;1972;50;5;50;4;2;1;1;3;1;1;10;2500;2500;1834;1834;1834;5;4;6048,009599;5334;2;2;2;1;10;102;0
845278;521020;202207;1;999;1;1940;81;7;81;1;0;0;4;1;2;5;9;-13;1905,836895;1550;1550;1550;13;4;1905,836895;1550;7;2;2;1;8;0;0
845279;588254;202207;2;999;5;2002;19;2;58;6;4;1;5;3;2;4;7;0;0;0;0;0;0;0;5563,212515;4000;5;3;3;0;8; ;0
845298;533914;202207;2;2;1;1980;42;4;42;3;2;0;5;4;1;3;1;3440;3440;2670;2670;2670;7;6;3440;2670;4;2;2;1;10;0;0
845307;578831;202207;2;999;5;2002;20;2;58;4;2;1;5;3;1;4;7;300;300;300;300;300;1;1;7590,78664;4966;5;3;3;1;9;0;0
845308;597454;202207;1;999;5;2021;0;1;34;3;1;1;5;3;1;5;14;-13;0;0;0;0;13;0;11563,62987;7000;9;9; ;1;8; ;0
845318;527697;202207;2;999;1;1952;70;7;70;2;0;0;4;5;2;1;8;-13;2256,477169;1800;1800;1800;13;4;4060,477169;3312;2;1;1;1;1;0;1
845322;534834;202207;2;2;1;1973;49;5;49;2;0;1;1;2;1;3;1;4360;4360;3050;3050;3050;9;7;6844;5124;6;5;5;1;10;0;0
845324;542593;202207;1;999;1;1949;72;7;72;2;0;1;1;2;1;5;9;-13;1364,502881;1150;1150;1150;13;3;2565,42192;2190;2;2;2;0;2; ;0
845327;511682;202207;1;999;1;1957;65;7;65;1;0;0;3;1;1;3;9;3750;3750;2346;2346;2346;8;5;3750;2346;6;3;3;1;2;0;0
845336;527569;202207;2;999;1;1958;64;6;64;2;0;1;1;2;1;4;1;3500;3500;2750;-13;2750;7;6;4442,577412;3585;6;6;6;1;99;0;0
845342;594199;202207;2;999;5;2003;18;2;48;7;5;1;5;3;1;5;7;-13; ;-13;-13; ;13;13; ; ;5;8;3;0;10; ;0
845348;588615;202207;1;1;1;1992;29;3;29;3;1;1;1;3;1;4;1;3214;3214;2750;-13;2750;7;6;5712;4792;6;6;6;1;10;102;0
845367;586636;202207;1;999;1;1973;49;5;49;4;2;1;1;3;2;4;1;3900;3900;2300;2300;2300;8;5;6300;4490;2;2;2;1;7;0;0
845376;526065;202207;2;999;5;2009;12;1;43;5;3;1;5;3;1;1;7;0;0;0;0;0;0;0;5826,804868;3950;1;8;1;1;8; ;0
845382;550595;202207;2;999;1;1945;77;7;77;1;0;0;5;1;1;1;9;1700;1700;1400;1400;1400;4;3;1700;1400;2;2;2;1;7;0;0
845385;544747;202207;1;999;1;1971;51;5;51;2;0;1;1;2;1; ;3;-13;5163,808229;3250;-13;3250;13;7;6325,801519;4150;4;4;4;0;2;0;0
845393;580610;202207;2;999;2;1988;33;3;54;2;0;1;1;2;1;5;1;-13;0;0;0;0;13;0;2000;2000;6;6;6;1;9;102;0
845398;526255;202207;2;2;2;1941;81;7;80;2;0;1;1;2;1;3;9;2666;2666;2250;-13;2250;6;5;6306;5000;5;5;5;1;10;101;0
845401;581817;202207;2;999;5;2005;17;2;48;6;4;1;5;3;1;5;7;0;0;0;0;0;0;0;7900;5660;3;1;1;0;2;0;0
845419;562167;202207;2;999;3;1986;36;4;40;4;2;1;5;3;1;2;1;900;900;750;-13;750;2;2;2900;2500;5;4;4;0;8; ;0
845444;541956;202207;1;1;1;1962;59;6;59;1;0;0;5;1;2;2;1;2780;2780;2292;2292;2292;6;5;2780;2292;2;2;2;1;10;0;0
845471;503460;202207;2;999;1;1936;86;7;86;1;0;0;4;1;1;3;9;-13;1836,793903;1500;1500;1500;13;3;1836,793903;1500;5;5;5;1;7;101;0
845476;533353;202207;1;999;1;1954;68;7;68;2;0;1;1;2;1;2;9;-13;2185,646544;1750;-13;1750;13;4;4722,00975;3500;1;1;1;1;9;102;0
845486;509811;202207;2;999;1;1967;55;6;55;2;1;0;5;4;1;3;1;2400;2400;1800;1800;1800;5;4;2686,99204;2050;7;7;1;1;2;0;0
845492;519558;202207;2;999;2;1962;60;6;62;2;0;1;1;2;1;3;10;-13;2472,085572;1750;-13;1750;13;4;4972,085572;3350;4;4;4;1;2;0;0
845495;566574;202207;2;999;2;1967;55;6;57;4;2;1;1;3;1;4;1;1100;1100;850;850;850;3;2;8991,22695;6100;5;5;5;1;6;0;0
845496;534481;202207;1;999;5;2004;17;2;47;4;3;0;5;4;1;5;7;0;0;0;0;0;0;0;6700;4200;7;7;1;0;9; ;0
845501;503713;202207;1;999;1;1949;73;7;73;1;0;0;5;1;2;2;10;1500;1500;1433;1433;1433;3;3;1500;1433;4;4;4;1;8;102;0
845504;541906;202207;2;999;2;1950;72;7;71;2;0;1;1;2;1;1;9;0;0;0;0;0;0;0;4204,699572;3100;2;2;2;1;6;0;0
845518;590175;202207;1;999;5;2013;9;1;42;3;2;0;5;4;2;2;7;0;0;0;0;0;0;0;4000;2500;1;8;1;1;10; ;0
845520;539926;202207;1;999;1;1994;28;3;28;1;0;0;5;1;1;4;1;3500;3500;2200;2200;2200;7;5;3500;2200;6;6;6;1;99; ;0
845526;552273;202207;1;999;1;1981;40;4;40;2;0;1;1;2;1;5;1;8000;8000;4500;4500;4500;12;9;11125;6375;4;4;4;1;7;0;0
845532;508148;202207;1;999;1;1972;49;5;49;5;3;1;1;3;2;5;1;2500;2500;1900;1900;1900;5;4;3519;2767;4;2;2;1;2;0;0
845534;523928;202207;1;999;5;1997;25;3;59;3;1;1;5;3;1;4;7;-13;0;0;0;0;13;0;6905,111491;4500;5;4;4;0;10; ;0
845562;552651;202207;1;999;1;1984;37;4;37;4;2;1;1;3;2;3;10;-13;1788,205316;1300;1300;1300;13;3;3471,248733;2550;4;4;4;0;7;202;0
845565;518353;202207;2;999;2;1983;39;4;43;2;0;1;1;2;1;5;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;8;0;0
845571;563500;202207;2;999;5;2014;7;1;49;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0;1936,012279;1500;1;8;1;1;2; ;0
845573;516157;202207;1;1;1;1992;30;3;30;2;0;1;5;2;1;4;1;-13;4078,094024;2600;2600;2600;13;6;6866,494521;4500;5;5;5;1;10;0;0
845580;568360;202207;1;999;1;1995;27;3;27;3;1;1;5;3;1;4;1;-13;2577,414211;1750;-13;1750;13;4;3525,42381;2500;4;4;4;1;99;0;0
845594;594762;202207;2;999;2;1974;47;5;61;2;0;1;1;2;1;5;3;-13;750,0045847;607;607;607;13;2;3556,004585;2847;6;6;6;1;10; ;0
845603;551216;202207;1;999;1;1995;27;3;27;2;0;1;1;2;2;2;3;1300;1300;1000;1000;1000;3;2;2300;1800;4;4;4;1;99; ;0
845615;539106;202207;1;1;1;1989;33;3;33;1;0;0;5;1;1;3;1;-13;4354,477309;2750;-13;2750;13;6;4354,477309;2750;5;4;4;1;10;0;0
845617;554483;202207;2;999;9;1929;93;7;90;2;0;0;1;5;1;5;9;-13;951,2618045;842;842;842;13;2;2964,146781;2469;7;7;1;0;2;0;0
845623;546511;202207;2;999;4;1929;92;7;59;2;0;0;4;5;1;2;8;1400;1400;1200;1200;1200;3;3;4500;3800;1;1;1;1;3;0;0
845657;500781;202207;1;999;1;1965;57;6;57;3;1;1;1;3;1;4;1;5000;5000;3011;3011;3011;10;7;9936,363206;6061;4;4;4;1;7;0;0
845658;531845;202207;1;999;5;2018;4;1;35;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;6500;4100;9;9; ;1;10; ;0
845675;530007;202207;2;999;1;1941;81;7;81;1;0;0;4;1;1;2;1;2000;2000;1600;1600;1600;4;4;2000;1600;3;3;3;1;1;0;1
845681;503268;202207;2;999;2;1962;60;6;64;2;0;1;1;2;1;4;1;-13;1648,677616;1200;1200;1200;13;3;5006,05051;3400;2;2;2;1;2;0;0
845683;587797;202207;1;1;1;1943;78;7;78;2;0;1;4;2;1;5;9;2790;2790;2261;2261;2261;6;5;4426,649184;3634;3;3;3;1;10;0;0
845690;540637;202207;2;999;2;1970;51;5;48;4;2;1;1;3;1;1;1;1996;1996;1744;1744;1744;4;4;6939;4534;4;4;4;0;2;0;0
845693;570608;202207;2;999;1;1946;75;7;75;1;0;0;3;1;2;2;12;-13;2688,416661;2100;2100;2100;13;5;2688,416661;2100;5;5;5;1;2;201;0
845697;520739;202207;2;999;5;2005;17;2;45;4;2;1;5;3;2;2;7;0;0;0;0;0;0;0; ; ;9;9; ;0;2; ;0
845700;560760;202207;1;999;1;1960;61;6;61;1;0;0;3;1;2;4;10;-13;1371,043965;1028;1028;1028;13;3;1371,043965;1028;5;5;5;1;6;0;1
845706;575888;202207;1;999;1;1938;84;7;84;2;0;1;1;2;1;5;9;3000;3000;2750;-13;2750;6;6;5000;4500;5;5;5;1;1;0;0
845716;560579;202207;2;999;7;1994;28;3;39;5;0;1;5;2;1;5;8;-13;0;0;0;0;13;0;13326,26306;8430;2;2;2;1;8;0;0
845723;507271;202207;1;999;2;1973;49;5;53;4;2;1;1;3;2;1;4;-13; ;-13;-13; ;13;13; ; ;4;8;2;0;9; ;0
845724;581381;202207;2;999;1;1963;58;6;58;3;1;1;1;3;2;1;13;-13;963,3531223;750;-13;750;13;2;2088,291433;1750;2;2;2;0;7; ;0
845727;530175;202207;2;999;2;1957;64;6;69;2;0;1;1;2;1;5;1;3200;3200;2400;2400;2400;7;5;5600;4300;4;4;4;1;2;0;0
845732;590390;202207;1;999;5;2021;1;1;38;5;3;1;5;3;1;4;14;0;0;0;0;0;0;0;4261,993021;2700;9;9; ;1;99; ;0
845739;568411;202207;2;999;5;2000;21;2;60;3;1;1;5;3;2;1;7;-13;286,9920401;250;-13;250;13;1;7124,332903;4750;4;2;2;0;3; ;0
845748;563803;202207;1;999;2;1966;55;6;52;2;0;1;1;2;1;5;1;2750;2750;2350;2350;2350;6;5;6771;5310;4;4;4;0;7; ;0
845793;588433;202207;1;999;1;1973;49;5;49;4;2;1;3;3;1;3;3;6000;6000;3000;3000;3000;11;6;7500;4000;6;6;6;0;10; ;0
845794;524813;202207;1;999;5;2008;14;1;51;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;2;1;1;0;2; ;0
845812;565951;202207;1;999;1;1938;83;7;83;1;0;0;4;1;1;1;9;-13;3056,963162;2350;2350;2350;13;5;3056,963162;2350;4;4;4;1;7;0;0
845814;586678;202207;1;1;1;1988;33;3;33;1;0;0;5;1;1;2;1;5150;5150;3100;3100;3100;11;7;5150;3100;4;4;4;1;10;0;0
845832;599708;202207;2;2;3;1995;26;3;31;2;0;1;5;2;2;2;7;1500;1500;1250;1250;1250;3;3;6000;4430;6;6;6;1;10;102;0
845834;544421;202207;1;999;1;1953;69;7;69;2;0;1;1;2;2;5;9;-13;2313,386559;1840;1840;1840;13;4;2313,386559;1840;4;4;4;1;2;0;0
845861;541845;202207;1;999;2;1978;44;4;41;3;1;1;1;3;1;4;1;4240;4240;2750;2750;2750;9;6;11490;7225;5;5;5;0;2; ;0
845867;538855;202207;2;999;2;1961;61;6;69;2;0;1;1;2;1;3;1;3600;3600;2500;2500;2500;8;5;8844,966851;6250;5;5;5;1;99;0;0
845870;535696;202207;1;999;5;1992;29;3;60;5;3;1;5;3;1;5;3;-13;4176,527188;2750;-13;2750;13;6;17094,0037;11250;4;4;4;0;1;0;0
845875;550890;202207;2;2;2;1964;57;6;61;2;0;1;1;2;1;4;3;-13;5081,563195;3250;-13;3250;13;7;10245,37142;6500;5;5;5;1;10;0;0
845883;558370;202207;1;999;5;2007;15;2;46;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;5172,918781;3500;2;8;1;1;2; ;0
845893;525272;202207;1;999;5;2020;2;1;47;3;1;1;5;3;1;1;14;0;0;0;0;0;0;0;6421,22695;4266,613649;9;9; ;1;9; ;0
845908;593596;202207;2;999;1;1986;36;4;36;4;2;1;1;3;2;4;1;-13;1440,660697;1050;1050;1050;13;3;5243,091265;3710;4;4;4;1;9;0;0
845910;500564;202207;2;999;5;2000;21;2;58;8;6;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;2;2;2;0;2; ;0
845913;556716;202207;2;999;5;2003;19;2;48;7;5;1;5;3;1;4;1;1000;1000;800;800;800;2;2; ; ;4;2;2;1;7;0;0
845922;599276;202207;2;999;5;2003;18;2;60;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;16000;10750;5;3;3;0;8; ;0
845927;531638;202207;1;999;2;1979;42;4;40;5;3;1;1;3;1;1;1;3000;3000;2000;2000;2000;6;4;4700;3600;5;5;5;1;8;202;0
845928;545208;202207;1;999;3;1951;71;7;67;4;2;1;1;3;1;5;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;1;101;0
845938;569042;202207;2;999;5;2006;15;2;53;4;2;1;5;3;1;4;7;-13;286,9920401;250;-13;250;13;1;7773,98408;4400;3;8;1;1;2; ;0
845939;543782;202207;2;999;2;1948;73;7;72;2;0;1;1;2;1;1;8;-13;681,0227122;620;620;620;13;2;4897,022712;3551;5;5;5;0;9; ;0
845944;593542;202207;2;999;2;1951;70;7;71;2;0;1;1;2;1;3;9;934;934;851;851;851;2;2;6122;5026;4;4;4;1;2;0;0
845954;569740;202207;2;999;3;1987;35;4;35;3;1;1;5;3;1;2;1;-13;1726,804868;1250;-13;1250;13;3;5622,452589;3750;5;5;5;1;9;0;0
845957;526781;202207;1;999;1;1987;34;3;34;4;2;1;1;3;1;4;1;-13;3023,855013;2010;2010;2010;13;5;5041,837821;3476;4;4;4;1;9;0;0
845959;566604;202207;1;999;9;1951;71;7;69;2;0;0;1;5;2;3;1;-13;0;0;0;0;13;0;2185,646544;1750;2;2;2;0;2;0;0
845978;515486;202207;2;999;1;1992;30;3;30;1;0;0;5;1;2;3;1;3657;3657;2500;2500;2500;8;5;3657;2500;5;5;5;1;9;0;0
845986;539941;202207;2;999;1;1945;76;7;76;1;0;0;3;1;2;2;9;-13;2586,593925;2030;2030;2030;13;5;2586,593925;2030;2;2;2;1;2;0;1
845990;519122;202207;1;999;1;1963;59;6;59;3;1;1;1;3;1;4;1;-13;4624,656046;2895;2895;2895;13;6; ; ;4;4;4;1;9;201;0
845993;576046;202207;2;999;1;1944;77;7;77;1;0;0;1;1;1;4;8;1497;1497;1271;1271;1271;3;3;1497;1271;2;2;2;1;1;0;0
846006;553642;202207;2;999;1;1958;63;6;63;1;0;0;5;1;2;4;10;2642;2642;1663;1663;1663;6;4;2642;1663;4;4;4;1;9;0;0
846008;566818;202207;1;999;1;1982;39;4;39;2;0;1;5;2;1;1;1;6000;6000;3900;3900;3900;11;8;8000;5400;6;6;6;1;7;0;0
846027;544891;202207;2;999;7;1998;24;2;26;2;0;0;5;5;2;2;7;-13; ;-13;-13; ;13;13; ; ;6;6;6;1;99;0;0
846060;528097;202207;2;999;1;1946;75;7;75;1;0;0;4;1;2;4;9;-13;1975,250192;1600;1600;1600;13;4;1975,250192;1600;2;2;2;1;1;0;0
846068;540796;202207;1;1;1;1957;64;6;64;2;0;1;1;2;1;3;3;2244;2244;2059;2059;2059;5;5;4138;3839;4;4;4;1;10;0;0
846072;559152;202207;1;999;1;1985;37;4;37;5;3;1;1;3;1;5;1;5806;5806;3720;3720;3720;11;8;6056;3870;6;6;6;1;2;0;0
846075;547705;202207;1;999;5;1997;25;3;52;5;3;1;5;3;1;4;13;-13;0;0;0;0;13;0; ; ;5;3;3;1;2;0;0
846081;506857;202207;1;999;5;2008;14;1;48;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;3434;2800;3;1;1;1;2; ;0
846096;511557;202207;1;999;5;2006;15;2;44;6;4;1;5;3;1;3;7;95;95;60;60;60;1;1;8045;5060;2;1;1;1;8; ;0
846102;590966;202207;1;999;1;1968;53;5;53;2;0;1;1;2;1;5;1;1800;1800;1500;1500;1500;4;3;3300;2700;4;4;4;1;2;0;0
846113;570712;202207;1;1;2;1988;34;3;38;2;0;1;1;2;1;3;1;4400;4400;2756;2756;2756;9;6;8900;5936;5;5;5;1;10;0;0
846115;560958;202207;1;999;1;1980;42;4;42;2;0;1;5;2;1;2;1;-13;4634,024202;2900;2900;2900;13;6;5634,024202;3650;5;5;5;0;2;0;0
846118;530181;202207;1;999;1;1952;70;7;70;2;0;1;1;2;2;2;9;-13;2045,027103;1650;1650;1650;13;4;2045,027103;1650;2;2;2;1;2;0;0
846127;534976;202207;1;999;9;1931;91;7;83;2;0;0;1;5;1;3;9;2042;2042;1750;-13;1750;5;4;4227,646544;3500;4;4;4;0;2;0;0
846138;517600;202207;1;999;1;1992;30;3;30;2;0;1;5;2;2;1;1;-13;3446,113913;2250;-13;2250;13;5;3446,113913;2250;6;6;6;1;99;0;0
846139;590879;202207;1;999;1;1960;61;6;61;2;0;1;1;2;1;3;1;3649;3649;2673;2673;2673;8;6;5109;3954;5;5;5;0;10; ;0
846145;597311;202207;1;999;1;1956;65;7;65;1;0;0;3;1;4;2;1;-13;2984,27353;2250;-13;2250;13;5;2984,27353;2250;4;4;4;1;2;0;0
846157;567349;202207;2;999;5;1998;23;2;58;3;1;1;5;3;1;1;5;-13;0;0;0;0;13;0;5157,353754;3368;5;5;5;0;2;101;0
846174;525232;202207;2;2;1;1986;36;4;36;2;0;1;5;2;1;2;1;5000;5000;3250;-13;3250;10;7;9500;6500;6;6;6;1;10;101;0
846188;535739;202207;1;999;9;1950;71;7;72;2;0;0;3;5;2;2;8;0;0;0;0;0;0;0;1905,836895;1550;2;2;2;0;3;101;0
846194;561575;202207;1;999;1;1949;72;7;72;2;0;1;1;2;1;3;9;2500;2500;2100;2100;2100;5;5;3300;2753;4;4;4;0;2;0;0
846214;500343;202207;1;999;5;2020;1;1;39;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;6836,620491;4500;9;9; ;1;10; ;0
846242;520739;202207;1;999;2;1969;52;5;45;4;2;1;1;3;2;2;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;2; ;0
846267;547490;202207;2;999;1;1993;29;3;29;1;0;0;5;1;2;2;1;3350;3350;2600;2600;2600;7;6;3350;2600;6;6;6;1;99;0;0
846273;509136;202207;1;999;1;1950;72;7;72;2;0;1;1;2;1;5;9;2600;2600;1900;1900;1900;6;4;3950;2850;5;5;5;1;2;0;0
846275;574079;202207;1;999;1;1999;22;2;22;2;0;1;5;2;2;4;1;2000;2000;1800;1800;1800;4;4;4000;3600;4;4;4;0;9; ;0
846276;598474;202207;2;999;5;2015;6;1;35;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;5715;4440;9;9; ;1;8; ;0
846286;579803;202207;2;999;1;1991;31;3;31;3;1;1;1;3;1;3;8;1500;1500;1200;1200;1200;3;3;6000;4200;4;4;4;1;99;0;0
846291;576919;202207;2;999;5;2019;3;1;47;4;2;0;5;4;1;2;14;0;0;0;0;0;0;0;2679,662285;2280;9;9; ;1;99; ;1
846301;509860;202207;1;999;1;1962;60;6;60;1;0;0;3;1;1;1;1;2300;2300;1750;-13;1750;5;4;2300;1750;2;2;2;1;2;102;1
846303;538285;202207;1;999;1;1949;73;7;73;1;0;0;4;1;1;2;9;-13;2879,12342;2230;2230;2230;13;5;2879,12342;2230;4;4;4;1;8;0;0
846314;514605;202207;1;999;5;2011;11;1;39;3;2;0;5;4;2;1;7;0;0;0;0;0;0;0;3006,467404;2000;1;8;1;1;9; ;0
846324;541853;202207;2;999;2;1993;29;3;33;3;1;1;1;3;1;4;1;2500;2500;2000;2000;2000;5;4;6500;5000;4;4;4;0;10; ;0
846325;570211;202207;2;999;1;1981;41;4;41;3;1;1;1;3;1;5;1;1160;1160;960;960;960;3;2;5732;3784;5;5;5;1;2;0;0
846328;586169;202207;1;999;1;1940;81;7;81;2;0;1;1;2;1;5;9;-13;2399,152378;1900;1900;1900;13;4;3360,351539;2750;2;2;2;1;6;0;0
846337;511044;202207;2;999;5;2012;9;1;31;3;1;1;5;3;2;3;7;0;0;0;0;0;0;0;5129,157331;3500;9;9; ;1;99; ;0
846345;534090;202207;2;2;5;2005;17;2;49;4;2;1;5;3;1; ;7;-13;286,9920401;250;-13;250;13;1;7804,98408;5669;3;1;1;1;10;0;0
846353;554434;202207;1;999;5;2012;10;1;48;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;8936,341461;5600;1;8;1;1;2; ;0
846354;568927;202207;2;999;3;1970;51;5;57;4;2;1;5;3;1;4;12;-13;1683,043418;1250;-13;1250;13;3;23539,37489;12750;4;4;4;1;7;0;0
